,SMILES,logS,Processed_SMILES
472,CC(C)CCOCCC1=CC=CC=C1,-3.9337357827,CC(C)CCOCCC1=CC=CC=C1
766,CC(C)C(C1=CC(C)=CC(C)=C1O)C1=CC(C)=CC(C)=C1O,-6.1673406199,CC1=CC(C)=C(O)C(C(C2=CC(C)=CC(C)=C2O)C(C)C)=C1
4944,ClC1=CC=CC(Cl)=C1C#N,-3.9803,N#CC1=C(Cl)C=CC=C1Cl
7705,CC1=C(Cl)C(CC2=CC=C(Cl)C=C2Cl)=CC=C1Cl,-7.4,CC1=C(Cl)C(CC2=CC=C(Cl)C=C2Cl)=CC=C1Cl
5299,CCCCCOC(=O)C1=CC=C(N)C=C1,-3.3499,CCCCCOC(=O)C1=CC=C(N)C=C1
6548,CCC(=O)C1=CC=C(N)C=C1,-2.627,CCC(=O)C1=CC=C(N)C=C1
1254,CC1=CC(N)=CC(C)=C1,-1.4022004623,CC1=CC(C)=CC(N)=C1
7728,CCOP(=S)(OCC)SC(CCl)N1C(=O)C2=CC=CC=C2C1=O,-5.85,CCOP(=S)(OCC)SC(CCl)N1C(=O)C2=CC=CC=C2C1=O
4302,O=C(C1CCCCC1)N1CC2N(CCC3=CC=CC=C23)C(=O)C1,-2.8927,O=C(C1CCCCC1)N1CC(=O)N2CCC3=CC=CC=C3C2C1
7582,[O-]C1=C(Cl)C=CC=C1Cl,-1.79,[O-]C1=C(Cl)C=CC=C1Cl
3387,[O-]C(=O)CCCCC1=CC=CC=C1,-2.4657,O=C([O-])CCCCC1=CC=CC=C1
3962,CC(C)CC(=O)OC1=CC=C(C=C1)[N+]([O-])=O,-4.3945,CC(C)CC(=O)OC1=CC=C([N+](=O)[O-])C=C1
515,CC(C)OC(=O)CCCCCCCCC(=O)OC(C)C,-5.1559612143,CC(C)OC(=O)CCCCCCCCC(=O)OC(C)C
3198,[O-]C(=O)C[NH2+]CP([O-])([O-])=O,-1.2069,O=C([O-])C[NH2+]CP(=O)([O-])[O-]
6476,[NH3+]CC(=O)NCC(=O)NC1=CC=C(C=C1)S(=O)(=O)[N-]C1=NN=C(S1)S([NH-])(=O)=O,-1.29,[NH-]S(=O)(=O)C1=NN=C([N-]S(=O)(=O)C2=CC=C(NC(=O)CNC(=O)C[NH3+])C=C2)S1
4299,CC(C)(C)C(O)C(OC1=CC=C(C=C1)C1=CC=CC=C1)N1C=NC=N1,-4.8292,CC(C)(C)C(O)C(OC1=CC=C(C2=CC=CC=C2)C=C1)N1C=NC=N1
339,CO[SiH](CC1CCCCC1)OC,-3.0959725365,CO[SiH](CC1CCCCC1)OC
1066,CCOC(=O)N(C1=CC=CC=C1)C1=CC=CC=C1,-3.9692395593,CCOC(=O)N(C1=CC=CC=C1)C1=CC=CC=C1
6098,CN1C2=C(N(CO)C=N2)C(=O)N(C)C1=O,-0.41,CN1C(=O)C2=C(N=CN2CO)N(C)C1=O
6742,[O-]C(=O)C1=CC(=O)NC(=O)N1,-1.93,O=C1C=C(C(=O)[O-])NC(=O)N1
389,CSC1=CC(SC)=C(N)C(C)=C1N,-2.8569254583,CSC1=CC(SC)=C(N)C(C)=C1N
8029,COC1=CC=C2C3CC4=C5C(OC1C25CC[NH+]3C)=C(OC)C=C4,-2.66,COC1=CC=C2C3CC4=C5C(=C(OC)C=C4)OC1C25CC[NH+]3C
1652,CC(CCCC(C)(C)O)C=C,-2.2212072407,C=CC(C)CCCC(C)(C)O
426,CCCC1=NC(C)=C2N1NC(=NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(CC)CC1,-4.8438678664,CCCC1=NC(C)=C2C(=O)N=C(C3=CC(S(=O)(=O)N4CCN(CC)CC4)=CC=C3OCC)NN12
1863,O1C(=CN=C1C1=CC=CC=C1)C1=CC=CC=C1,-5.5532102962,C1=CC=C(C2=CN=C(C3=CC=CC=C3)O2)C=C1
4108,C1C2=CC=CC=C2C2=C1C1=CC=CC=C1C=C2,-6.678,C1=CC=C2C(=C1)C=CC1=C2CC2=CC=CC=C21
5307,CC1=CNC(=O)NC1=O,-1.5187,CC1=CNC(=O)NC1=O
376,NC(=O)C1=CC=C(NC(=O)C2=CC=C(C=C2)[N+]([O-])=O)C=C1,-4.9367254155,NC(=O)C1=CC=C(NC(=O)C2=CC=C([N+](=O)[O-])C=C2)C=C1
256,CC(C)(C)C(=O)OCCC1=CC=CC=C1,-3.6752800895,CC(C)(C)C(=O)OCCC1=CC=CC=C1
5615,NS(=O)(=O)C1=CC2=C(S1)S(=O)(=O)CC=C2[O-],-3.02,NS(=O)(=O)C1=CC2=C(S1)S(=O)(=O)CC=C2[O-]
5939,OC1=CC=CC([N-]N=C(C#N)C#N)=C1,-2.95,N#CC(C#N)=N[N-]C1=CC(O)=CC=C1
4344,CCCOP(=O)(OC)OC,0.4733,CCCOP(=O)(OC)OC
1275,CC(COCC(C)OC(=O)C=C)OCC(C)OC(=O)C=C,-1.8755690909,C=CC(=O)OC(C)COCC(C)OCC(C)OC(=O)C=C
2499,CC1OC(C)OC(C)OC(C)O1,-2.8997,CC1OC(C)OC(C)OC(C)O1
2567,CCNC1=CC=CC2=CC=CC=C12,-3.1922,CCNC1=CC=CC2=CC=CC=C21
6045,CCCCOC(=O)OC1=CC=C(NC(C)=O)C=C1,-3.37,CCCCOC(=O)OC1=CC=C(NC(C)=O)C=C1
3297,ClC1=CC=C(Cl)C2=CC=CC=C12,-5.3576,ClC1=CC=C(Cl)C2=CC=CC=C12
625,CCCCC(CC)C1OCCO1,-3.1195968677,CCCCC(CC)C1OCCO1
1894,[O-]S(=O)(=O)C1=CC(=C2C=C(NS(=O)(=O)C3=CC(=CC=C3)N=NC3=CC=C(NN=C4C(=O)C=CC5=CC=CC=C45)C=C3)C=CC2=C1)S([O-])(=O)=O,-1.2096462437,O=C1C=CC2=CC=CC=C2C1=NNC1=CC=C(N=NC2=CC=CC(S(=O)(=O)NC3=CC4=C(S(=O)(=O)[O-])C=C(S(=O)(=O)[O-])C=C4C=C3)=C2)C=C1
2897,CCC(C)=C,-2.7307,C=C(C)CC
5272,NC1=CC=C(C=C1)S(=O)(=O)[N-]C1=CC=NN1C1=CC=CC=C1,-2.3213,NC1=CC=C(S(=O)(=O)[N-]C2=CC=NN2C2=CC=CC=C2)C=C1
1792,C[NH+]1C(C)(C)CC(CC1(C)C)OC(=O)CC(C(CC(=O)OC1CC(C)(C)[NH+](C)C(C)(C)C1)C(=O)OC1CC(C)(C)[NH+](C)C(C)(C)C1)C(=O)OC1CC(C)(C)[NH+](C)C(C)(C)C1,-4.672731896,C[NH+]1C(C)(C)CC(OC(=O)CC(C(=O)OC2CC(C)(C)[NH+](C)C(C)(C)C2)C(CC(=O)OC2CC(C)(C)[NH+](C)C(C)(C)C2)C(=O)OC2CC(C)(C)[NH+](C)C(C)(C)C2)CC1(C)C
7506,[O-][N+](=O)OC1CCCCCC1O[N+]([O-])=O,-3.02,O=[N+]([O-])OC1CCCCCC1O[N+](=O)[O-]
6835,CC1(C)SCC(COC(N)=O)S1,-2.22,CC1(C)SCC(COC(N)=O)S1
6748,CCCCCOC(N)=O,-1.47,CCCCCOC(N)=O
7397,O=C(C(=O)C1=CC=CC=C1)C1=CC=CC=C1,-2.8,O=C(C(=O)C1=CC=CC=C1)C1=CC=CC=C1
5324,BrC1=CC=CC=N1,-0.8806,BrC1=CC=CC=N1
7794,ClC(Cl)Cl,-1.1738343117,ClC(Cl)Cl
1179,OC1COC(O)C(O)C1O,0.5778808511,OC1COC(O)C(O)C1O
5523,CC(C)OC(=O)C1(CCCCCC1)S(=O)(=O)C1=CC=C(Cl)C=C1,-5.52,CC(C)OC(=O)C1(S(=O)(=O)C2=CC=C(Cl)C=C2)CCCCCC1
3651,NC(=O)SCC(=O)NC1=CC=CC=C1,-1.3228,NC(=O)SCC(=O)NC1=CC=CC=C1
4442,CC(C)C(C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1)C1=CC=C(OC(F)F)C=C1,-6.8765,CC(C)C(C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1)C1=CC=C(OC(F)F)C=C1
7186,OC1=CC=CC(=C1)S(=O)(=O)C1=C([O-])C=CC=C1,-2.29,O=S(=O)(C1=CC(O)=CC=C1)C1=C([O-])C=CC=C1
7452,CCC#CCCOC(=O)C(C)C1=CC2=CC=C(OC)C=C2C=C1,-7.33,CCC#CCCOC(=O)C(C)C1=CC2=CC=C(OC)C=C2C=C1
4176,BrC1=CC(Br)=C(OCCOC2=C(Br)C=C(Br)C=C2Br)C(Br)=C1,-6.5363,BrC1=CC(Br)=C(OCCOC2=C(Br)C=C(Br)C=C2Br)C(Br)=C1
7514,CCC1(NC(=O)NC1=O)C1=CC=CC=C1,-2.64,CCC1(C2=CC=CC=C2)NC(=O)NC1=O
220,COC1=CC=C(CC=C)C=C1OC,-2.5520132395,C=CCC1=CC=C(OC)C(OC)=C1
6288,CN1C2=C(NC(=N2)C2=CC=CC=C2)C(=O)N(C)C1=O,-5.0,CN1C(=O)C2=C(N=C(C3=CC=CC=C3)N2)N(C)C1=O
1520,CC(C)=CC=O,0.1165037469,CC(C)=CC=O
3883,COC(=O)C1=CC=C(O)C(I)=C1,-3.3138,COC(=O)C1=CC=C(O)C(I)=C1
2836,CCN(CCCl)CCCl,-3.0265,CCN(CCCl)CCCl
4063,CCCN(CC1CC1)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,-6.5407,CCCN(CC1CC1)C1=C([N+](=O)[O-])C=C(C(F)(F)F)C=C1[N+](=O)[O-]
6241,CN1N=C(SC1=NS(C)(=O)=O)S(N)(=O)=O,-2.05,CN1N=C(S(N)(=O)=O)SC1=NS(C)(=O)=O
5140,CN(C)N=O,1.1303,CN(C)N=O
6675,CCC(CC)CO,-1.17,CCC(CC)CO
3013,[O-]C1=CC([O-])=C(C=C1[N+]([O-])=O)[N+]([O-])=O,-3.4086,O=[N+]([O-])C1=CC([N+](=O)[O-])=C([O-])C=C1[O-]
919,CCCCCCC(=O)OCC(COC(=O)CCCCCC)OC(=O)CCCCCC,-6.9330922951,CCCCCCC(=O)OCC(COC(=O)CCCCCC)OC(=O)CCCCCC
3399,CCN(CC)C(=O)CCl,-0.243,CCN(CC)C(=O)CCl
7981,CCC(C)C([NH2+]CCC#N)C([O-])=O,-0.9818,CCC(C)C([NH2+]CCC#N)C(=O)[O-]
6242,ClC1=CC(Cl)=C(Cl)C(=C1)C1=C(Cl)C(Cl)=CC=C1,-6.96,ClC1=CC(Cl)=C(Cl)C(C2=C(Cl)C(Cl)=CC=C2)=C1
4051,[O-]C(=O)COC1=CC=C(C=C1[N+]([O-])=O)[N+]([O-])=O,-1.9369,O=C([O-])COC1=CC=C([N+](=O)[O-])C=C1[N+](=O)[O-]
3778,COC1(C)COC(C)(CO1)OC,-1.246,COC1(C)COC(C)(OC)CO1
4922,O=CC1=CC=C2OCOC2=C1,-1.6324,O=CC1=CC=C2OCOC2=C1
759,CC(C)(CC(=C)C1=CC=CC=C1)C1=CC=CC=C1,-6.0118424704,C=C(CC(C)(C)C1=CC=CC=C1)C1=CC=CC=C1
471,FC(F)(I)C(F)(F)C(F)(F)C(F)(F)I,-3.314476262,FC(F)(I)C(F)(F)C(F)(F)C(F)(F)I
5413,CN(C)C1=CC=C(C=C1)N=C=S,-4.13,CN(C)C1=CC=C(N=C=S)C=C1
2456,CC(=O)NC1=CC=C(C=NNC(N)=S)C=C1,-3.429,CC(=O)NC1=CC=C(C=NNC(N)=S)C=C1
93,CC(C)C1=CC=C(CCC=O)C=C1,-3.3026567859,CC(C)C1=CC=C(CCC=O)C=C1
4096,ON(C(=O)C1=CC=CC=C1)C1=CC=CC2=CC=CC=C12,-3.3065,O=C(C1=CC=CC=C1)N(O)C1=CC=CC2=CC=CC=C21
5940,COC1=NC=C2NC=NC2=N1,-1.48,COC1=NC=C2NC=NC2=N1
5097,COP(=S)(NC(C)C)OC1=CC=C(Cl)C=C1Cl,-4.7982,COP(=S)(NC(C)C)OC1=CC=C(Cl)C=C1Cl
5337,CCC(Cl)(CC)C(N)=O,-1.0289,CCC(Cl)(CC)C(N)=O
2766,O=NC1=CC=C(NNC(=O)C2=CC=CC=C2)C=C1,-4.6835,O=NC1=CC=C(NNC(=O)C2=CC=CC=C2)C=C1
463,CC[N+](CC)(CC)CC1=CC=CC=C1,-0.0072656636,CC[N+](CC)(CC)CC1=CC=CC=C1
4153,CCCSP(=S)(OCC)OC1=CC=C(SC)C=C1,-6.0171,CCCSP(=S)(OCC)OC1=CC=C(SC)C=C1
5959,NC1=[NH+]C(N)=C2NC=NC2=N1,-1.8,NC1=[NH+]C(N)=C2NC=NC2=N1
5168,ONC1=CC=CC=C1,-0.4359,ONC1=CC=CC=C1
7407,CCNC1=NC(Cl)=NC(NC(C)C)=N1,-3.76,CCNC1=NC(Cl)=NC(NC(C)C)=N1
603,CC1=CC(=CC=C1N)[N+]([O-])=O,-3.0361524841,CC1=CC([N+](=O)[O-])=CC=C1N
1585,OCCNC1=CC=CC=C1[N+]([O-])=O,-1.9933265855,O=[N+]([O-])C1=CC=CC=C1NCCO
6379,COC1=NC(C)=NC(NC(=O)[N-]S(=O)(=O)C2=CC=CC=C2Cl)=N1,-1.71,COC1=NC(C)=NC(NC(=O)[N-]S(=O)(=O)C2=CC=CC=C2Cl)=N1
5361,OC1=CC=CC(C=O)=C1,-1.23,O=CC1=CC(O)=CC=C1
7922,OC1=CC=C(C=C1C([O-])=O)N=NC1=CC=CC=C1,-3.0559,O=C([O-])C1=CC(N=NC2=CC=CC=C2)=CC=C1O
4248,CCC1=CC=CC(C)=C1N(C(C)COC)C(=O)CCl,-2.7287,CCC1=CC=CC(C)=C1N(C(=O)CCl)C(C)COC
7299,CCCOC1=CC(=O)C2(OC3=C(C2=O)C(OC)=CC(OC)=C3Cl)C(C)C1,-5.22,CCCOC1=CC(=O)C2(OC3=C(C2=O)C(OC)=CC(OC)=C3Cl)C(C)C1
7958,ClC1=C(Cl)C2(Cl)C3COS(=O)OCC3C1(Cl)C2(Cl)Cl,-5.9563,O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl
7128,CC1(C)C2CCC(C2)C(=O)C1=O,-1.52,CC1(C)C(=O)C(=O)C2CCC1C2
5519,CC(C([O-])=O)C1=CC=C(C=C1)C(=O)C1=CC=CS1,-2.0,CC(C(=O)[O-])C1=CC=C(C(=O)C2=CC=CS2)C=C1
2847,CC(C)CC(C)(C)C,-4.6704,CC(C)CC(C)(C)C
3983,CCCCCN(N=CC1=CC=C(O1)[N+]([O-])=O)C(N)=O,-2.8971,CCCCCN(N=CC1=CC=C([N+](=O)[O-])O1)C(N)=O
1286,CN(C)C([S-])=S,0.4168921924,CN(C)C(=S)[S-]
7654,CCN1C2=NC(C)=CC(C)=C2NC(=O)C2=CC=CN=C12,-4.553999999999999,CCN1C2=NC=CC=C2C(=O)NC2=C(C)C=C(C)N=C21
5564,CC1=C(C=CC(N)=C1)S(=O)(=O)NC1=CC=C(Cl)C=C1,-4.42,CC1=C(S(=O)(=O)NC2=CC=C(Cl)C=C2)C=CC(N)=C1
4116,CC(C)(O)CCCC1=CCC(CC1)C=O,-1.5376,CC(C)(O)CCCC1=CCC(C=O)CC1
4191,CC1=NC2=C([O-])C=CC(=C2C=C1)[N+]([O-])=O,-3.9598,CC1=NC2=C([O-])C=CC([N+](=O)[O-])=C2C=C1
486,CCNC1=NC(NC(C)C)=NC(SC)=N1,-3.0470399572000004,CCNC1=NC(NC(C)C)=NC(SC)=N1
7167,CCCCCOC(=O)C1=CC(Cl)=C(O)C=C1,-3.95,CCCCCOC(=O)C1=CC(Cl)=C(O)C=C1
2820,COC1=CC=C2C=CC(=O)OC2=C1,-3.1221,COC1=CC=C2C=CC(=O)OC2=C1
5768,CC(=O)NC1=NC(=O)C2=C(N1)N(COCCO)C=N2,-1.92,CC(=O)NC1=NC(=O)C2=C(N1)N(COCCO)C=N2
1223,NC([O-])=O,0.7115939977,NC(=O)[O-]
3544,NS(=O)(=O)C1=CC(=CC=C1)S(N)(=O)=O,-2.1693,NS(=O)(=O)C1=CC=CC(S(N)(=O)=O)=C1
3801,CCC(CC)COC(C)=O,-1.3528,CCC(CC)COC(C)=O
7887,OCC1OC(CO)(OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C1O,-0.3962,OCC1OC(OCC2OC(OC3(CO)OC(CO)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O
2654,O=C1NC=CC=C1,1.0218,O=C1C=CC=CN1
1761,[O-][N+](=O)C1=CC=CC(C#N)=C1C#N,-2.9373448418,N#CC1=C(C#N)C([N+](=O)[O-])=CC=C1
1060,[O-]C(=O)CCCCC1CCSS1,-2.3750473352,O=C([O-])CCCCC1CCSS1
7548,CC(C)CC([NH3+])C(=O)NC(CC1=CNC2=CC=CC=C12)C([O-])=O,-1.12,CC(C)CC([NH3+])C(=O)NC(CC1=CNC2=CC=CC=C12)C(=O)[O-]
57,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,-4.3876832538,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC
4706,CC1(C)OC(CN1C(=O)C(Cl)Cl)C1=CC=CO1,-3.1498,CC1(C)OC(C2=CC=CO2)CN1C(=O)C(Cl)Cl
2663,CC(O)C([NH3+])C([O-])=O,0.067,CC(O)C([NH3+])C(=O)[O-]
3931,CC1NC2=CC(Cl)=C(C=C2C(=O)N1C1=CC=CC=C1C)S(N)(=O)=O,-3.783,CC1=CC=CC=C1N1C(=O)C2=CC(S(N)(=O)=O)=C(Cl)C=C2NC1C
5710,CCOC(=O)N1C(=O)NC=C(F)C1=O,-0.45,CCOC(=O)N1C(=O)NC=C(F)C1=O
3639,CCCOC(=O)CCOC,-0.6598,CCCOC(=O)CCOC
9,CC(C)(C)C1=CC=C(OCC2CO2)C=C1,-3.4302388798,CC(C)(C)C1=CC=C(OCC2CO2)C=C1
1207,NC1=CC=CC=C1Cl,-1.3575741458,NC1=CC=CC=C1Cl
6375,CCCCCCCC(=O)OCN1C(=O)NC(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1,-6.52,CCCCCCCC(=O)OCN1C(=O)NC(C2=CC=CC=C2)(C2=CC=CC=C2)C1=O
1418,CC1=CC=CC=C1NC(=[NH2+])[NH+]=C(N)N,-1.8422414993,CC1=CC=CC=C1NC(=[NH2+])[NH+]=C(N)N
5660,OC1=CC(Cl)=CC=C1,-0.71,OC1=CC(Cl)=CC=C1
3830,CN(C)C(=O)C1=CC=C(C=C1)C(=O)N(C)C,0.2656,CN(C)C(=O)C1=CC=C(C(=O)N(C)C)C=C1
1865,[NH3+]C1CCCCC1[NH3+],0.8890064826,[NH3+]C1CCCCC1[NH3+]
4565,O=C1OCC2=CC=C(C=C12)C#N,-2.7021,N#CC1=CC=C2COC(=O)C2=C1
142,N#CC(=C1CCCCC1)C1=CC=CC=C1,-4.4200239973,N#CC(C1=CC=CC=C1)=C1CCCCC1
1424,[O-]C(=O)CCC(N1C(=O)C2=CC=CC=C2C1=O)C([O-])=O,-1.4463316859,O=C([O-])CCC(C(=O)[O-])N1C(=O)C2=CC=CC=C2C1=O
3626,ClCCS(=O)(=O)CCOCCS(=O)(=O)CCCl,-1.9408,O=S(=O)(CCCl)CCOCCS(=O)(=O)CCCl
7569,IC1=CC=CC2=CC=CC=C12,-4.55,IC1=CC=CC2=CC=CC=C12
3689,CC(=O)CC(CC([O-])=O)C1=CC=CC=C1,-1.4463,CC(=O)CC(CC(=O)[O-])C1=CC=CC=C1
469,CCCCCO,-0.6027996358,CCCCCO
2855,CC1=CC(O)=CC(=O)O1,-1.1185,CC1=CC(O)=CC(=O)O1
4143,CCCSP(=S)(OCC)OC1=CC=C(Cl)C=C1Cl,-6.693,CCCSP(=S)(OCC)OC1=CC=C(Cl)C=C1Cl
2584,CCCOC(=O)C1=CC(O)=C(O)C(O)=C1,-1.7827,CCCOC(=O)C1=CC(O)=C(O)C(O)=C1
4617,[NH3+]C(CC([O-])=O)C1=CC=CC2=CC=CC=C12,-1.5902,[NH3+]C(CC(=O)[O-])C1=CC=CC2=CC=CC=C21
4472,ClC1=CC=C(C=C1)C1=CC(Cl)=CC(Cl)=C1Cl,-6.77,ClC1=CC=C(C2=CC(Cl)=CC(Cl)=C2Cl)C=C1
3120,CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)C1=CC=CC=C1,-4.2014,CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)C1=CC=CC=C1
85,CCCC(CCC)(C([O-])=O)C(CCC)(C=CC)C([O-])=O,-3.4953596006,CC=CC(CCC)(C(=O)[O-])C(CCC)(CCC)C(=O)[O-]
928,CCCCCCCCCCCCCCOC(=O)C=CC(=O)OCCCCCCCCCCCCCC,-7.0076009975,CCCCCCCCCCCCCCOC(=O)C=CC(=O)OCCCCCCCCCCCCCC
6850,OC1=C2N=CN=CC2=CC=C1CC=C,-3.62,C=CCC1=CC=C2C=NC=NC2=C1O
4803,CCCC1=CC=CC=C1,-3.3622,CCCC1=CC=CC=C1
2034,CCC1=CC=CC(C)=C1NC1=CC=C(NC2=C(C)C=CC=C2CC)C2=C1C(=O)C1=CC=CC=C1C2=O,-7.3753013985,CCC1=CC=CC(C)=C1NC1=CC=C(NC2=C(C)C=CC=C2CC)C2=C1C(=O)C1=CC=CC=C1C2=O
2484,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,-6.8424,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C
3563,COC(=O)C1=CC=C(O)C(Cl)=C1,-2.873,COC(=O)C1=CC=C(O)C(Cl)=C1
2652,O=C1CSC(=S)N1,-1.7723,O=C1CSC(=S)N1
4971,BrCCC=C,-2.2473,C=CCCBr
7064,CCCCCCCCC[NH2+]CC(O)CO,-2.64,CCCCCCCCC[NH2+]CC(O)CO
1743,CC(C)CC1CC(C)CCO1,-3.0799294807,CC(C)CC1CC(C)CCO1
3053,CC(C)CCOCC(O)COCCC(C)C,-1.3662,CC(C)CCOCC(O)COCCC(C)C
5833,ClC1=CC(OC2=CC(Cl)=C(Cl)C=C2Cl)=C(Cl)C(Cl)=C1Cl,-9.5,ClC1=CC(Cl)=C(Cl)C=C1OC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1
7418,C[NH2+]C1CN(C1)C1=C(F)C2=C(C=C1F)C(=O)C(=CN2C1CC1)C([O-])=O,-5.31,C[NH2+]C1CN(C2=C(F)C3=C(C=C2F)C(=O)C(C(=O)[O-])=CN3C2CC2)C1
5344,CC(=C)C1CC=C(C)C(O)C1,-1.72,C=C(C)C1CC=C(C)C(O)C1
152,CC(C)C1=CC=C(C=C1)C(C)CC=O,-3.4598629014,CC(C)C1=CC=C(C(C)CC=O)C=C1
2738,CNC(N)=[NH2+],-1.6135,CNC(N)=[NH2+]
56,CCO[Si](CCCCl)(OCC)OCC,-3.3285834497000004,CCO[Si](CCCCl)(OCC)OCC
1141,ON1C=CC=CC1=S,0.6370124426,ON1C=CC=CC1=S
169,CC(=O)C1=CC=CC(=C1)C(F)(F)F,-2.4821079167,CC(=O)C1=CC=CC(C(F)(F)F)=C1
940,CC(C)(C1=CC=C(OC2=CC=C(N)C=C2)C=C1)C1=CC=C(OC2=CC=C(N)C=C2)C=C1,-7.191727219600001,CC(C)(C1=CC=C(OC2=CC=C(N)C=C2)C=C1)C1=CC=C(OC2=CC=C(N)C=C2)C=C1
7434,C=CC1(C=C)C(=O)NC(=O)[N-]C1=O,-2.06,C=CC1(C=C)C(=O)[N-]C(=O)NC1=O
1886,CC(C)(CS([O-])(=O)=O)NC(=O)C=C,0.3386928662,C=CC(=O)NC(C)(C)CS(=O)(=O)[O-]
4080,C=CCOC1=NS(=O)(=O)C2=CC=CC=C12,-3.1727,C=CCOC1=NS(=O)(=O)C2=CC=CC=C21
71,OCC1=CC(=NNC2=CC=C(C3=CC=CC=C23)S([O-])(=O)=O)C(=O)C(=N[N-]C2=CC=C(C3=CC=CC=C23)S([O-])(=O)=O)C1=O,-0.8171647444,O=C1C(CO)=CC(=NNC2=CC=C(S(=O)(=O)[O-])C3=CC=CC=C23)C(=O)C1=N[N-]C1=CC=C(S(=O)(=O)[O-])C2=CC=CC=C12
3129,COC1=CC=CC=C1Cl,-2.4639,COC1=CC=CC=C1Cl
5039,ClC1=CC=C(Cl)C(=C1)C1=CC=CC=C1,-5.2993,ClC1=CC=C(Cl)C(C2=CC=CC=C2)=C1
8043,OCC(O)C1OC2OC(OC2C1O)C(Cl)(Cl)Cl,-1.84,OCC(O)C1OC2OC(C(Cl)(Cl)Cl)OC2C1O
3960,[O-]C(=O)C1CCC([Se]1)C([O-])=O,-0.545,O=C([O-])C1CCC(C(=O)[O-])[Se]1
2522,CC(C)CCOC=O,-1.5206,CC(C)CCOC=O
2789,CC(C)(C)CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC12C,-5.5111,CC(C)(C)CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C
5050,ClC1=CC=C(C=C1)C1=C(Cl)C=CC=C1Cl,-6.2095,ClC1=CC=C(C2=C(Cl)C=CC=C2Cl)C=C1
7938,NC1=NC(=O)N(C=C1)C1CCC(CO)O1,-0.43,NC1=NC(=O)N(C2CCC(CO)O2)C=C1
7155,CCCOC(=O)C1=CC(Cl)=C(O)C=C1,-3.38,CCCOC(=O)C1=CC(Cl)=C(O)C=C1
7613,CCN(CC)C(=O)C(Cl)=CCOP(=O)(OC)OC,0.523,CCN(CC)C(=O)C(Cl)=CCOP(=O)(OC)OC
8010,CC12CCC3C(CCC4=CC(=O)CCC34C)C1CCC2=O,-3.6949,CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2=O
786,COC1=CC=C(C=C1OC(C)=O)[N+]([O-])=O,-2.9466040673,COC1=CC=C([N+](=O)[O-])C=C1OC(C)=O
2821,COC1=CC=CC=C1OCC(O)COC(N)=O,-1.5251,COC1=CC=CC=C1OCC(O)COC(N)=O
517,CCCCCCC(O)CCCCCCCCCCCO,-5.1560946306,CCCCCCC(O)CCCCCCCCCCCO
933,CCCCCCCCCC=CCCCCCCC(=O)OCCCCCCCCC=CCCCCCCCC,-7.0277066834,CCCCCCCCC=CCCCCCCCCOC(=O)CCCCCCC=CCCCCCCCCC
3367,CCNC1=NC(=O)NC(NC(C)C)=N1,-4.5241,CCNC1=NC(=O)NC(NC(C)C)=N1
4859,CC1=CC(Cl)=CC=C1OCC([O-])=O,-2.503,CC1=CC(Cl)=CC=C1OCC(=O)[O-]
1978,OC1=C(N=NC2=CC=C(N=NC3=CC=C(N=NC4=CC(=CC=C4S([O-])(=O)=O)S([O-])(=O)=O)C4=CC=C(C=C34)S([O-])(=O)=O)C3=CC=CC=C23)C2=CC=C(NC3=CC=CC=C3)C=C2C=C1S([O-])(=O)=O,-2.0236334836000003,O=S(=O)([O-])C1=CC=C(S(=O)(=O)[O-])C(N=NC2=CC=C(N=NC3=CC=C(N=NC4=C(O)C(S(=O)(=O)[O-])=CC5=CC(NC6=CC=CC=C6)=CC=C54)C4=CC=CC=C34)C3=CC(S(=O)(=O)[O-])=CC=C23)=C1
4916,CCCCCCBr,-3.8078,CCCCCCBr
4504,CCOC(=O)N(C)CC,-0.4189,CCOC(=O)N(C)CC
4525,COC1=NC(C)=NC(NC(=O)[N-]S(=O)(=O)C2=CC=CC=C2OCCCl)=N1,-4.0989,COC1=NC(C)=NC(NC(=O)[N-]S(=O)(=O)C2=CC=CC=C2OCCCl)=N1
